,artifact,prop,prop_mean
543,artifact543,843,843
544,artifact544,844,844
545,artifact545,845,845
546,artifact546,846,846
547,artifact547,847,847
548,artifact548,848,848
549,artifact549,849,849
55,artifact55,355,355
550,artifact550,850,850
551,artifact551,851,851
552,artifact552,852,852
553,artifact553,853,853
554,artifact554,854,854
555,artifact555,855,855
556,artifact556,856,856
557,artifact557,857,857
558,artifact558,858,858
559,artifact559,859,859
56,artifact56,356,356
560,artifact560,860,860
561,artifact561,861,861
562,artifact562,862,862
563,artifact563,863,863
564,artifact564,864,864
565,artifact565,865,865
566,artifact566,866,866
567,artifact567,867,867
568,artifact568,868,868
569,artifact569,869,869
57,artifact57,357,357
570,artifact570,870,870
571,artifact571,871,871
572,artifact572,872,872
573,artifact573,873,873
574,artifact574,874,874
575,artifact575,875,875
576,artifact576,876,876
577,artifact577,877,877
578,artifact578,878,878
579,artifact579,879,879
58,artifact58,358,358
580,artifact580,880,880
581,artifact581,881,881
582,artifact582,882,882
583,artifact583,883,883
584,artifact584,884,884
585,artifact585,885,885
586,artifact586,886,886
587,artifact587,887,887
588,artifact588,888,888
589,artifact589,889,889
59,artifact59,359,359
590,artifact590,890,890
591,artifact591,891,891
592,artifact592,892,892
593,artifact593,893,893
594,artifact594,894,894
595,artifact595,895,895
596,artifact596,896,896
597,artifact597,897,897
598,artifact598,898,898
599,artifact599,899,899
6,artifact6,306,306
60,artifact60,360,360
61,artifact61,361,361
62,artifact62,362,362
63,artifact63,363,363
64,artifact64,364,364
65,artifact65,365,365
66,artifact66,366,366
67,artifact67,367,367
68,artifact68,368,368
69,artifact69,369,369
7,artifact7,307,307
70,artifact70,370,370
71,artifact71,371,371
72,artifact72,372,372
73,artifact73,373,373
74,artifact74,374,374
75,artifact75,375,375
76,artifact76,376,376
77,artifact77,377,377
78,artifact78,378,378
79,artifact79,379,379
8,artifact8,308,308
80,artifact80,380,380
81,artifact81,381,381
82,artifact82,382,382
83,artifact83,383,383
84,artifact84,384,384
85,artifact85,385,385
86,artifact86,386,386
87,artifact87,387,387
88,artifact88,388,388
89,artifact89,389,389
9,artifact9,309,309
90,artifact90,390,390
91,artifact91,391,391
92,artifact92,392,392
93,artifact93,393,393
94,artifact94,394,394
95,artifact95,395,395
96,artifact96,396,396
97,artifact97,397,397
98,artifact98,398,398
99,artifact99,399,399
