artifact,prop_min,node_id_min,prop_max,node_id_max,prop_mean
artifact1239,1539,node1,1539,node3,1539
artifact124,424,node1,424,node3,424
artifact1240,1540,node1,1540,node3,1540
artifact1241,1541,node1,1541,node3,1541
artifact1242,1542,node1,1542,node3,1542
artifact1243,1543,node1,1543,node3,1543
artifact1244,1544,node1,1544,node3,1544
artifact1245,1545,node1,1545,node3,1545
artifact1246,1546,node1,1546,node3,1546
artifact1247,1547,node1,1547,node3,1547
artifact1248,1548,node1,1548,node3,1548
artifact1249,1549,node1,1549,node3,1549
artifact125,425,node1,425,node3,425
artifact1250,1550,node1,1550,node3,1550
artifact1251,1551,node1,1551,node3,1551
artifact1252,1552,node1,1552,node3,1552
artifact1253,1553,node1,1553,node3,1553
artifact1254,1554,node1,1554,node3,1554
artifact1255,1555,node1,1555,node3,1555
artifact1256,1556,node1,1556,node3,1556
artifact1257,1557,node1,1557,node3,1557
artifact1258,1558,node1,1558,node3,1558
artifact1259,1559,node1,1559,node3,1559
artifact126,426,node1,426,node3,426
artifact1260,1560,node1,1560,node3,1560
artifact1261,1561,node1,1561,node3,1561
artifact1262,1562,node1,1562,node3,1562
artifact1263,1563,node1,1563,node3,1563
artifact1264,1564,node1,1564,node3,1564
artifact1265,1565,node1,1565,node3,1565
artifact1266,1566,node1,1566,node3,1566
artifact1267,1567,node1,1567,node3,1567
artifact1268,1568,node1,1568,node3,1568
artifact1269,1569,node1,1569,node3,1569
artifact127,427,node1,427,node3,427
artifact1270,1570,node1,1570,node3,1570
artifact1271,1571,node1,1571,node3,1571
artifact1272,1572,node1,1572,node3,1572
artifact1273,1573,node1,1573,node3,1573
artifact1274,1574,node1,1574,node3,1574
artifact1275,1575,node1,1575,node3,1575
artifact1276,1576,node1,1576,node3,1576
artifact1277,1577,node1,1577,node3,1577
artifact1278,1578,node1,1578,node3,1578
artifact1279,1579,node1,1579,node3,1579
artifact128,428,node1,428,node3,428
artifact1280,1580,node1,1580,node3,1580
artifact1281,1581,node1,1581,node3,1581
artifact1282,1582,node1,1582,node3,1582
artifact1283,1583,node1,1583,node3,1583
artifact1284,1584,node1,1584,node3,1584
artifact1285,1585,node1,1585,node3,1585
artifact1286,1586,node1,1586,node3,1586
artifact1287,1587,node1,1587,node3,1587
artifact1288,1588,node1,1588,node3,1588
artifact1289,1589,node1,1589,node3,1589
artifact129,429,node1,429,node3,429
artifact1290,1590,node1,1590,node3,1590
artifact1291,1591,node1,1591,node3,1591
artifact1292,1592,node1,1592,node3,1592
artifact1293,1593,node1,1593,node3,1593
artifact1294,1594,node1,1594,node3,1594
artifact1295,1595,node1,1595,node3,1595
artifact1296,1596,node1,1596,node3,1596
artifact1297,1597,node1,1597,node3,1597
artifact1298,1598,node1,1598,node3,1598
artifact1299,1599,node1,1599,node3,1599
artifact13,313,node1,313,node3,313
artifact130,430,node1,430,node3,430
artifact1300,1600,node1,1600,node3,1600
artifact1301,1601,node1,1601,node3,1601
artifact1302,1602,node1,1602,node3,1602
artifact1303,1603,node1,1603,node3,1603
artifact1304,1604,node1,1604,node3,1604
artifact1305,1605,node1,1605,node3,1605
artifact1306,1606,node1,1606,node3,1606
artifact1307,1607,node1,1607,node3,1607
artifact1308,1608,node1,1608,node3,1608
artifact1309,1609,node1,1609,node3,1609
artifact131,431,node1,431,node3,431
artifact1310,1610,node1,1610,node3,1610
artifact1311,1611,node1,1611,node3,1611
artifact1312,1612,node1,1612,node3,1612
artifact1313,1613,node1,1613,node3,1613
artifact1314,1614,node1,1614,node3,1614
artifact1315,1615,node1,1615,node3,1615
artifact1316,1616,node1,1616,node3,1616
artifact1317,1617,node1,1617,node3,1617
artifact1318,1618,node1,1618,node3,1618
artifact1319,1619,node1,1619,node3,1619
artifact132,432,node1,432,node3,432
artifact1320,1620,node1,1620,node3,1620
artifact1321,1621,node1,1621,node3,1621
artifact1322,1622,node1,1622,node3,1622
artifact1323,1623,node1,1623,node3,1623
artifact1324,1624,node1,1624,node3,1624
artifact1325,1625,node1,1625,node3,1625
artifact1326,1626,node1,1626,node3,1626
artifact1327,1627,node1,1627,node3,1627
artifact1328,1628,node1,1628,node3,1628
artifact1329,1629,node1,1629,node3,1629
artifact133,433,node1,433,node3,433
artifact1330,1630,node1,1630,node3,1630
artifact1331,1631,node1,1631,node3,1631
artifact1332,1632,node1,1632,node3,1632
artifact1333,1633,node1,1633,node3,1633
artifact1334,1634,node1,1634,node3,1634
artifact1335,1635,node1,1635,node3,1635
artifact1336,1636,node1,1636,node3,1636
artifact1337,1637,node1,1637,node3,1637
artifact1338,1638,node1,1638,node3,1638
artifact1339,1639,node1,1639,node3,1639
artifact134,434,node1,434,node3,434
artifact1340,1640,node1,1640,node3,1640
artifact1341,1641,node1,1641,node3,1641
artifact1342,1642,node1,1642,node3,1642
artifact1343,1643,node1,1643,node3,1643
artifact1344,1644,node1,1644,node3,1644
artifact1345,1645,node1,1645,node3,1645
artifact1346,1646,node1,1646,node3,1646
artifact1347,1647,node1,1647,node3,1647
artifact1348,1648,node1,1648,node3,1648
artifact1349,1649,node1,1649,node3,1649
artifact135,435,node1,435,node3,435
artifact1350,1650,node1,1650,node3,1650
artifact1351,1651,node1,1651,node3,1651
artifact1352,1652,node1,1652,node3,1652
artifact1353,1653,node1,1653,node3,1653
artifact1354,1654,node1,1654,node3,1654
artifact1355,1655,node1,1655,node3,1655
artifact1356,1656,node1,1656,node3,1656
artifact1357,1657,node1,1657,node3,1657
artifact1358,1658,node1,1658,node3,1658
artifact1359,1659,node1,1659,node3,1659
artifact136,436,node1,436,node3,436
artifact1360,1660,node1,1660,node3,1660
artifact1361,1661,node1,1661,node3,1661
artifact1362,1662,node1,1662,node3,1662
artifact1363,1663,node1,1663,node3,1663
artifact1364,1664,node1,1664,node3,1664
artifact1365,1665,node1,1665,node3,1665
artifact1366,1666,node1,1666,node3,1666
artifact1367,1667,node1,1667,node3,1667
artifact1368,1668,node1,1668,node3,1668
artifact1369,1669,node1,1669,node3,1669
artifact137,437,node1,437,node3,437
artifact1370,1670,node1,1670,node3,1670
artifact1371,1671,node1,1671,node3,1671
artifact1372,1672,node1,1672,node3,1672
artifact1373,1673,node1,1673,node3,1673
artifact1374,1674,node1,1674,node3,1674
artifact1375,1675,node1,1675,node3,1675
artifact1376,1676,node1,1676,node3,1676
artifact1377,1677,node1,1677,node3,1677
artifact1378,1678,node1,1678,node3,1678
artifact1379,1679,node1,1679,node3,1679
artifact138,438,node1,438,node3,438
artifact1380,1680,node1,1680,node3,1680
artifact1381,1681,node1,1681,node3,1681
artifact1382,1682,node1,1682,node3,1682
artifact1383,1683,node1,1683,node3,1683
artifact1384,1684,node1,1684,node3,1684
artifact1385,1685,node1,1685,node3,1685
artifact1386,1686,node1,1686,node3,1686
artifact1387,1687,node1,1687,node3,1687
artifact1388,1688,node1,1688,node3,1688
artifact1389,1689,node1,1689,node3,1689
artifact139,439,node1,439,node3,439
artifact1390,1690,node1,1690,node3,1690
artifact1391,1691,node1,1691,node3,1691
artifact1392,1692,node1,1692,node3,1692
artifact1393,1693,node1,1693,node3,1693
artifact1394,1694,node1,1694,node3,1694
artifact1395,1695,node1,1695,node3,1695
artifact1396,1696,node1,1696,node3,1696
artifact1397,1697,node1,1697,node3,1697
artifact1398,1698,node1,1698,node3,1698
artifact1399,1699,node1,1699,node3,1699
artifact14,314,node1,314,node3,314
artifact140,440,node1,440,node3,440
artifact1400,1700,node1,1700,node3,1700
artifact1401,1701,node1,1701,node3,1701
artifact1402,1702,node1,1702,node3,1702
artifact1403,1703,node1,1703,node3,1703
artifact1404,1704,node1,1704,node3,1704
artifact1405,1705,node1,1705,node3,1705
artifact1406,1706,node1,1706,node3,1706
artifact1407,1707,node1,1707,node3,1707
artifact1408,1708,node1,1708,node3,1708
artifact1409,1709,node1,1709,node3,1709
artifact141,441,node1,441,node3,441
artifact1410,1710,node1,1710,node3,1710
artifact1411,1711,node1,1711,node3,1711
artifact1412,1712,node1,1712,node3,1712
artifact1413,1713,node1,1713,node3,1713
artifact1414,1714,node1,1714,node3,1714
artifact1415,1715,node1,1715,node3,1715
artifact1416,1716,node1,1716,node3,1716
artifact1417,1717,node1,1717,node3,1717
artifact1418,1718,node1,1718,node3,1718
artifact1419,1719,node1,1719,node3,1719
artifact142,442,node1,442,node3,442
artifact1420,1720,node1,1720,node3,1720
artifact1421,1721,node1,1721,node3,1721
artifact1422,1722,node1,1722,node3,1722
artifact1423,1723,node1,1723,node3,1723
artifact1424,1724,node1,1724,node3,1724
artifact1425,1725,node1,1725,node3,1725
artifact1426,1726,node1,1726,node3,1726
artifact1427,1727,node1,1727,node3,1727
artifact1428,1728,node1,1728,node3,1728
artifact1429,1729,node1,1729,node3,1729
artifact143,443,node1,443,node3,443
artifact1430,1730,node1,1730,node3,1730
artifact1431,1731,node1,1731,node3,1731
artifact1432,1732,node1,1732,node3,1732
artifact1433,1733,node1,1733,node3,1733
artifact1434,1734,node1,1734,node3,1734
artifact1435,1735,node1,1735,node3,1735
artifact1436,1736,node1,1736,node3,1736
artifact1437,1737,node1,1737,node3,1737
artifact1438,1738,node1,1738,node3,1738
artifact1439,1739,node1,1739,node3,1739
artifact144,444,node1,444,node3,444
artifact1440,1740,node1,1740,node3,1740
artifact1441,1741,node1,1741,node3,1741
artifact1442,1742,node1,1742,node3,1742
artifact1443,1743,node1,1743,node3,1743
artifact1444,1744,node1,1744,node3,1744
artifact1445,1745,node1,1745,node3,1745
artifact1446,1746,node1,1746,node3,1746
artifact1447,1747,node1,1747,node3,1747
artifact1448,1748,node1,1748,node3,1748
artifact1449,1749,node1,1749,node3,1749
artifact145,445,node1,445,node3,445
artifact1450,1750,node1,1750,node3,1750
artifact1451,1751,node1,1751,node3,1751
artifact1452,1752,node1,1752,node3,1752
artifact1453,1753,node1,1753,node3,1753
artifact1454,1754,node1,1754,node3,1754
artifact1455,1755,node1,1755,node3,1755
artifact1456,1756,node1,1756,node3,1756
artifact1457,1757,node1,1757,node3,1757
artifact1458,1758,node1,1758,node3,1758
artifact1459,1759,node1,1759,node3,1759
artifact146,446,node1,446,node3,446
artifact1460,1760,node1,1760,node3,1760
artifact1461,1761,node1,1761,node3,1761
artifact1462,1762,node1,1762,node3,1762
artifact1463,1763,node1,1763,node3,1763
artifact1464,1764,node1,1764,node3,1764
artifact1465,1765,node1,1765,node3,1765
artifact1466,1766,node1,1766,node3,1766
artifact1467,1767,node1,1767,node3,1767
artifact1468,1768,node1,1768,node3,1768
artifact1469,1769,node1,1769,node3,1769
artifact147,447,node1,447,node3,447
artifact1470,1770,node1,1770,node3,1770
artifact1471,1771,node1,1771,node3,1771
artifact1472,1772,node1,1772,node3,1772
artifact1473,1773,node1,1773,node3,1773
artifact1474,1774,node1,1774,node3,1774
artifact1475,1775,node1,1775,node3,1775
artifact1476,1776,node1,1776,node3,1776
artifact1477,1777,node1,1777,node3,1777
artifact1478,1778,node1,1778,node3,1778
artifact1479,1779,node1,1779,node3,1779
artifact148,448,node1,448,node3,448
artifact1480,1780,node1,1780,node3,1780
artifact1481,1781,node1,1781,node3,1781
artifact1482,1782,node1,1782,node3,1782
artifact1483,1783,node1,1783,node3,1783
artifact1484,1784,node1,1784,node3,1784
artifact1485,1785,node1,1785,node3,1785
artifact1486,1786,node1,1786,node3,1786
artifact1487,1787,node1,1787,node3,1787
artifact1488,1788,node1,1788,node3,1788
artifact1489,1789,node1,1789,node3,1789
artifact149,449,node1,449,node3,449
artifact1490,1790,node1,1790,node3,1790
artifact1491,1791,node1,1791,node3,1791
artifact1492,1792,node1,1792,node3,1792
artifact1493,1793,node1,1793,node3,1793
artifact1494,1794,node1,1794,node3,1794
artifact1495,1795,node1,1795,node3,1795
artifact1496,1796,node1,1796,node3,1796
artifact1497,1797,node1,1797,node3,1797
artifact1498,1798,node1,1798,node3,1798
artifact1499,1799,node1,1799,node3,1799
artifact15,315,node1,315,node3,315
artifact150,450,node1,450,node3,450
artifact1500,1800,node1,1800,node3,1800
artifact1501,1801,node1,1801,node3,1801
artifact1502,1802,node1,1802,node3,1802
artifact1503,1803,node1,1803,node3,1803
artifact1504,1804,node1,1804,node3,1804
artifact1505,1805,node1,1805,node3,1805
artifact1506,1806,node1,1806,node3,1806
artifact1507,1807,node1,1807,node3,1807
artifact1508,1808,node1,1808,node3,1808
artifact1509,1809,node1,1809,node3,1809
artifact151,451,node1,451,node3,451
artifact1510,1810,node1,1810,node3,1810
artifact1511,1811,node1,1811,node3,1811
artifact1512,1812,node1,1812,node3,1812
artifact1513,1813,node1,1813,node3,1813
artifact1514,1814,node1,1814,node3,1814
artifact1515,1815,node1,1815,node3,1815
artifact1516,1816,node1,1816,node3,1816
artifact1517,1817,node1,1817,node3,1817
artifact1518,1818,node1,1818,node3,1818
artifact1519,1819,node1,1819,node3,1819
artifact152,452,node1,452,node3,452
artifact1520,1820,node1,1820,node3,1820
artifact1521,1821,node1,1821,node3,1821
artifact1522,1822,node1,1822,node3,1822
artifact1523,1823,node1,1823,node3,1823
artifact1524,1824,node1,1824,node3,1824
artifact1525,1825,node1,1825,node3,1825
artifact1526,1826,node1,1826,node3,1826
artifact1527,1827,node1,1827,node3,1827
artifact1528,1828,node1,1828,node3,1828
artifact1529,1829,node1,1829,node3,1829
artifact153,453,node1,453,node3,453
artifact1530,1830,node1,1830,node3,1830
artifact1531,1831,node1,1831,node3,1831
artifact1532,1832,node1,1832,node3,1832
artifact1533,1833,node1,1833,node3,1833
artifact1534,1834,node1,1834,node3,1834
artifact1535,1835,node1,1835,node3,1835
artifact1536,1836,node1,1836,node3,1836
artifact1537,1837,node1,1837,node3,1837
artifact1538,1838,node1,1838,node3,1838
artifact1539,1839,node1,1839,node3,1839
artifact154,454,node1,454,node3,454
artifact1540,1840,node1,1840,node3,1840
artifact1541,1841,node1,1841,node3,1841
artifact1542,1842,node1,1842,node3,1842
artifact1543,1843,node1,1843,node3,1843
artifact1544,1844,node1,1844,node3,1844
artifact1545,1845,node1,1845,node3,1845
artifact1546,1846,node1,1846,node3,1846
artifact1547,1847,node1,1847,node3,1847
artifact1548,1848,node1,1848,node3,1848
artifact1549,1849,node1,1849,node3,1849
artifact155,455,node1,455,node3,455
artifact1550,1850,node1,1850,node3,1850
artifact1551,1851,node1,1851,node3,1851
artifact1552,1852,node1,1852,node3,1852
artifact1553,1853,node1,1853,node3,1853
artifact1554,1854,node1,1854,node3,1854
artifact1555,1855,node1,1855,node3,1855
artifact1556,1856,node1,1856,node3,1856
artifact1557,1857,node1,1857,node3,1857
artifact1558,1858,node1,1858,node3,1858
artifact1559,1859,node1,1859,node3,1859
artifact156,456,node1,456,node3,456
artifact1560,1860,node1,1860,node3,1860
artifact1561,1861,node1,1861,node3,1861
artifact1562,1862,node1,1862,node3,1862
artifact1563,1863,node1,1863,node3,1863
artifact1564,1864,node1,1864,node3,1864
artifact1565,1865,node1,1865,node3,1865
artifact1566,1866,node1,1866,node3,1866
artifact1567,1867,node1,1867,node3,1867
artifact1568,1868,node1,1868,node3,1868
artifact1569,1869,node1,1869,node3,1869
artifact157,457,node1,457,node3,457
artifact1570,1870,node1,1870,node3,1870
artifact1571,1871,node1,1871,node3,1871
artifact1572,1872,node1,1872,node3,1872
artifact1573,1873,node1,1873,node3,1873
artifact1574,1874,node1,1874,node3,1874
artifact1575,1875,node1,1875,node3,1875
artifact1576,1876,node1,1876,node3,1876
artifact1577,1877,node1,1877,node3,1877
artifact1578,1878,node1,1878,node3,1878
artifact1579,1879,node1,1879,node3,1879
artifact158,458,node1,458,node3,458
artifact1580,1880,node1,1880,node3,1880
artifact1581,1881,node1,1881,node3,1881
artifact1582,1882,node1,1882,node3,1882
artifact1583,1883,node1,1883,node3,1883
artifact1584,1884,node1,1884,node3,1884
artifact1585,1885,node1,1885,node3,1885
artifact1586,1886,node1,1886,node3,1886
artifact1587,1887,node1,1887,node3,1887
artifact1588,1888,node1,1888,node3,1888
artifact1589,1889,node1,1889,node3,1889
artifact159,459,node1,459,node3,459
artifact1590,1890,node1,1890,node3,1890
artifact1591,1891,node1,1891,node3,1891
artifact1592,1892,node1,1892,node3,1892
artifact1593,1893,node1,1893,node3,1893
artifact1594,1894,node1,1894,node3,1894
artifact1595,1895,node1,1895,node3,1895
artifact1596,1896,node1,1896,node3,1896
artifact1597,1897,node1,1897,node3,1897
artifact1598,1898,node1,1898,node3,1898
artifact1599,1899,node1,1899,node3,1899
artifact16,316,node1,316,node3,316
artifact160,460,node1,460,node3,460
artifact161,461,node1,461,node3,461
artifact162,462,node1,462,node3,462
artifact163,463,node1,463,node3,463
artifact164,464,node1,464,node3,464
artifact165,465,node1,465,node3,465
artifact166,466,node1,466,node3,466
artifact167,467,node1,467,node3,467
artifact168,468,node1,468,node3,468
