,artifact,prop,prop_mean
1333,artifact1333,1633,1633
1334,artifact1334,1634,1634
1335,artifact1335,1635,1635
1336,artifact1336,1636,1636
1337,artifact1337,1637,1637
1338,artifact1338,1638,1638
1339,artifact1339,1639,1639
134,artifact134,434,434
1340,artifact1340,1640,1640
1341,artifact1341,1641,1641
1342,artifact1342,1642,1642
1343,artifact1343,1643,1643
1344,artifact1344,1644,1644
1345,artifact1345,1645,1645
1346,artifact1346,1646,1646
1347,artifact1347,1647,1647
1348,artifact1348,1648,1648
1349,artifact1349,1649,1649
135,artifact135,435,435
1350,artifact1350,1650,1650
1351,artifact1351,1651,1651
1352,artifact1352,1652,1652
1353,artifact1353,1653,1653
1354,artifact1354,1654,1654
1355,artifact1355,1655,1655
1356,artifact1356,1656,1656
1357,artifact1357,1657,1657
1358,artifact1358,1658,1658
1359,artifact1359,1659,1659
136,artifact136,436,436
1360,artifact1360,1660,1660
1361,artifact1361,1661,1661
1362,artifact1362,1662,1662
1363,artifact1363,1663,1663
1364,artifact1364,1664,1664
1365,artifact1365,1665,1665
1366,artifact1366,1666,1666
1367,artifact1367,1667,1667
1368,artifact1368,1668,1668
1369,artifact1369,1669,1669
137,artifact137,437,437
1370,artifact1370,1670,1670
1371,artifact1371,1671,1671
1372,artifact1372,1672,1672
1373,artifact1373,1673,1673
1374,artifact1374,1674,1674
1375,artifact1375,1675,1675
1376,artifact1376,1676,1676
1377,artifact1377,1677,1677
1378,artifact1378,1678,1678
1379,artifact1379,1679,1679
138,artifact138,438,438
1380,artifact1380,1680,1680
1381,artifact1381,1681,1681
1382,artifact1382,1682,1682
1383,artifact1383,1683,1683
1384,artifact1384,1684,1684
1385,artifact1385,1685,1685
1386,artifact1386,1686,1686
1387,artifact1387,1687,1687
1388,artifact1388,1688,1688
1389,artifact1389,1689,1689
139,artifact139,439,439
1390,artifact1390,1690,1690
1391,artifact1391,1691,1691
1392,artifact1392,1692,1692
1393,artifact1393,1693,1693
1394,artifact1394,1694,1694
1395,artifact1395,1695,1695
1396,artifact1396,1696,1696
1397,artifact1397,1697,1697
1398,artifact1398,1698,1698
1399,artifact1399,1699,1699
14,artifact14,314,314
140,artifact140,440,440
1400,artifact1400,1700,1700
1401,artifact1401,1701,1701
1402,artifact1402,1702,1702
1403,artifact1403,1703,1703
1404,artifact1404,1704,1704
1405,artifact1405,1705,1705
1406,artifact1406,1706,1706
1407,artifact1407,1707,1707
1408,artifact1408,1708,1708
1409,artifact1409,1709,1709
141,artifact141,441,441
1410,artifact1410,1710,1710
1411,artifact1411,1711,1711
1412,artifact1412,1712,1712
1413,artifact1413,1713,1713
1414,artifact1414,1714,1714
1415,artifact1415,1715,1715
1416,artifact1416,1716,1716
1417,artifact1417,1717,1717
1418,artifact1418,1718,1718
1419,artifact1419,1719,1719
142,artifact142,442,442
1420,artifact1420,1720,1720
1421,artifact1421,1721,1721
1422,artifact1422,1722,1722
1423,artifact1423,1723,1723
1424,artifact1424,1724,1724
1425,artifact1425,1725,1725
1426,artifact1426,1726,1726
1427,artifact1427,1727,1727
1428,artifact1428,1728,1728
1429,artifact1429,1729,1729
143,artifact143,443,443
1430,artifact1430,1730,1730
1431,artifact1431,1731,1731
1432,artifact1432,1732,1732
1433,artifact1433,1733,1733
1434,artifact1434,1734,1734
1435,artifact1435,1735,1735
1436,artifact1436,1736,1736
1437,artifact1437,1737,1737
1438,artifact1438,1738,1738
1439,artifact1439,1739,1739
144,artifact144,444,444
1440,artifact1440,1740,1740
1441,artifact1441,1741,1741
1442,artifact1442,1742,1742
1443,artifact1443,1743,1743
1444,artifact1444,1744,1744
1445,artifact1445,1745,1745
1446,artifact1446,1746,1746
1447,artifact1447,1747,1747
1448,artifact1448,1748,1748
1449,artifact1449,1749,1749
145,artifact145,445,445
1450,artifact1450,1750,1750
1451,artifact1451,1751,1751
1452,artifact1452,1752,1752
1453,artifact1453,1753,1753
1454,artifact1454,1754,1754
1455,artifact1455,1755,1755
1456,artifact1456,1756,1756
1457,artifact1457,1757,1757
1458,artifact1458,1758,1758
1459,artifact1459,1759,1759
146,artifact146,446,446
1460,artifact1460,1760,1760
1461,artifact1461,1761,1761
1462,artifact1462,1762,1762
1463,artifact1463,1763,1763
1464,artifact1464,1764,1764
1465,artifact1465,1765,1765
1466,artifact1466,1766,1766
1467,artifact1467,1767,1767
1468,artifact1468,1768,1768
1469,artifact1469,1769,1769
147,artifact147,447,447
1470,artifact1470,1770,1770
1471,artifact1471,1771,1771
1472,artifact1472,1772,1772
1473,artifact1473,1773,1773
1474,artifact1474,1774,1774
1475,artifact1475,1775,1775
1476,artifact1476,1776,1776
1477,artifact1477,1777,1777
1478,artifact1478,1778,1778
1479,artifact1479,1779,1779
148,artifact148,448,448
1480,artifact1480,1780,1780
1481,artifact1481,1781,1781
1482,artifact1482,1782,1782
1483,artifact1483,1783,1783
1484,artifact1484,1784,1784
1485,artifact1485,1785,1785
1486,artifact1486,1786,1786
1487,artifact1487,1787,1787
1488,artifact1488,1788,1788
1489,artifact1489,1789,1789
149,artifact149,449,449
1490,artifact1490,1790,1790
1491,artifact1491,1791,1791
1492,artifact1492,1792,1792
1493,artifact1493,1793,1793
1494,artifact1494,1794,1794
1495,artifact1495,1795,1795
1496,artifact1496,1796,1796
1497,artifact1497,1797,1797
1498,artifact1498,1798,1798
1499,artifact1499,1799,1799
15,artifact15,315,315
150,artifact150,450,450
1500,artifact1500,1800,1800
1501,artifact1501,1801,1801
1502,artifact1502,1802,1802
1503,artifact1503,1803,1803
1504,artifact1504,1804,1804
1505,artifact1505,1805,1805
1506,artifact1506,1806,1806
1507,artifact1507,1807,1807
1508,artifact1508,1808,1808
1509,artifact1509,1809,1809
151,artifact151,451,451
1510,artifact1510,1810,1810
1511,artifact1511,1811,1811
1512,artifact1512,1812,1812
1513,artifact1513,1813,1813
1514,artifact1514,1814,1814
1515,artifact1515,1815,1815
1516,artifact1516,1816,1816
1517,artifact1517,1817,1817
1518,artifact1518,1818,1818
1519,artifact1519,1819,1819
152,artifact152,452,452
1520,artifact1520,1820,1820
1521,artifact1521,1821,1821
1522,artifact1522,1822,1822
1523,artifact1523,1823,1823
1524,artifact1524,1824,1824
1525,artifact1525,1825,1825
1526,artifact1526,1826,1826
1527,artifact1527,1827,1827
1528,artifact1528,1828,1828
1529,artifact1529,1829,1829
153,artifact153,453,453
1530,artifact1530,1830,1830
1531,artifact1531,1831,1831
1532,artifact1532,1832,1832
1533,artifact1533,1833,1833
1534,artifact1534,1834,1834
1535,artifact1535,1835,1835
1536,artifact1536,1836,1836
1537,artifact1537,1837,1837
1538,artifact1538,1838,1838
1539,artifact1539,1839,1839
154,artifact154,454,454
1540,artifact1540,1840,1840
1541,artifact1541,1841,1841
1542,artifact1542,1842,1842
1543,artifact1543,1843,1843
1544,artifact1544,1844,1844
1545,artifact1545,1845,1845
1546,artifact1546,1846,1846
1547,artifact1547,1847,1847
1548,artifact1548,1848,1848
1549,artifact1549,1849,1849
155,artifact155,455,455
1550,artifact1550,1850,1850
1551,artifact1551,1851,1851
1552,artifact1552,1852,1852
1553,artifact1553,1853,1853
1554,artifact1554,1854,1854
1555,artifact1555,1855,1855
1556,artifact1556,1856,1856
1557,artifact1557,1857,1857
1558,artifact1558,1858,1858
1559,artifact1559,1859,1859
156,artifact156,456,456
1560,artifact1560,1860,1860
1561,artifact1561,1861,1861
1562,artifact1562,1862,1862
1563,artifact1563,1863,1863
1564,artifact1564,1864,1864
1565,artifact1565,1865,1865
1566,artifact1566,1866,1866
1567,artifact1567,1867,1867
1568,artifact1568,1868,1868
1569,artifact1569,1869,1869
157,artifact157,457,457
1570,artifact1570,1870,1870
1571,artifact1571,1871,1871
1572,artifact1572,1872,1872
1573,artifact1573,1873,1873
1574,artifact1574,1874,1874
1575,artifact1575,1875,1875
1576,artifact1576,1876,1876
1577,artifact1577,1877,1877
1578,artifact1578,1878,1878
1579,artifact1579,1879,1879
158,artifact158,458,458
1580,artifact1580,1880,1880
1581,artifact1581,1881,1881
1582,artifact1582,1882,1882
1583,artifact1583,1883,1883
1584,artifact1584,1884,1884
1585,artifact1585,1885,1885
1586,artifact1586,1886,1886
1587,artifact1587,1887,1887
1588,artifact1588,1888,1888
1589,artifact1589,1889,1889
159,artifact159,459,459
1590,artifact1590,1890,1890
1591,artifact1591,1891,1891
1592,artifact1592,1892,1892
1593,artifact1593,1893,1893
1594,artifact1594,1894,1894
1595,artifact1595,1895,1895
1596,artifact1596,1896,1896
1597,artifact1597,1897,1897
1598,artifact1598,1898,1898
1599,artifact1599,1899,1899
16,artifact16,316,316
160,artifact160,460,460
161,artifact161,461,461
162,artifact162,462,462
163,artifact163,463,463
164,artifact164,464,464
165,artifact165,465,465
166,artifact166,466,466
167,artifact167,467,467
168,artifact168,468,468
169,artifact169,469,469
17,artifact17,317,317
170,artifact170,470,470
171,artifact171,471,471
172,artifact172,472,472
173,artifact173,473,473
174,artifact174,474,474
175,artifact175,475,475
176,artifact176,476,476
177,artifact177,477,477
178,artifact178,478,478
179,artifact179,479,479
18,artifact18,318,318
180,artifact180,480,480
181,artifact181,481,481
182,artifact182,482,482
183,artifact183,483,483
184,artifact184,484,484
185,artifact185,485,485
186,artifact186,486,486
187,artifact187,487,487
188,artifact188,488,488
189,artifact189,489,489
19,artifact19,319,319
190,artifact190,490,490
191,artifact191,491,491
192,artifact192,492,492
193,artifact193,493,493
194,artifact194,494,494
195,artifact195,495,495
196,artifact196,496,496
197,artifact197,497,497
198,artifact198,498,498
199,artifact199,499,499
2,artifact2,302,302
20,artifact20,320,320
200,artifact200,500,500
201,artifact201,501,501
202,artifact202,502,502
203,artifact203,503,503
204,artifact204,504,504
205,artifact205,505,505
206,artifact206,506,506
207,artifact207,507,507
208,artifact208,508,508
209,artifact209,509,509
21,artifact21,321,321
210,artifact210,510,510
211,artifact211,511,511
212,artifact212,512,512
213,artifact213,513,513
214,artifact214,514,514
215,artifact215,515,515
216,artifact216,516,516
217,artifact217,517,517
218,artifact218,518,518
219,artifact219,519,519
22,artifact22,322,322
220,artifact220,520,520
221,artifact221,521,521
222,artifact222,522,522
223,artifact223,523,523
224,artifact224,524,524
225,artifact225,525,525
226,artifact226,526,526
227,artifact227,527,527
228,artifact228,528,528
229,artifact229,529,529
23,artifact23,323,323
230,artifact230,530,530
231,artifact231,531,531
232,artifact232,532,532
233,artifact233,533,533
234,artifact234,534,534
235,artifact235,535,535
236,artifact236,536,536
237,artifact237,537,537
238,artifact238,538,538
239,artifact239,539,539
24,artifact24,324,324
240,artifact240,540,540
241,artifact241,541,541
242,artifact242,542,542
243,artifact243,543,543
244,artifact244,544,544
245,artifact245,545,545
246,artifact246,546,546
247,artifact247,547,547
248,artifact248,548,548
249,artifact249,549,549
25,artifact25,325,325
250,artifact250,550,550
251,artifact251,551,551
252,artifact252,552,552
253,artifact253,553,553
254,artifact254,554,554
255,artifact255,555,555
256,artifact256,556,556
257,artifact257,557,557
258,artifact258,558,558
259,artifact259,559,559
26,artifact26,326,326
260,artifact260,560,560
261,artifact261,561,561
262,artifact262,562,562
263,artifact263,563,563
264,artifact264,564,564
265,artifact265,565,565
266,artifact266,566,566
267,artifact267,567,567
268,artifact268,568,568
269,artifact269,569,569
27,artifact27,327,327
270,artifact270,570,570
271,artifact271,571,571
272,artifact272,572,572
273,artifact273,573,573
274,artifact274,574,574
275,artifact275,575,575
276,artifact276,576,576
277,artifact277,577,577
278,artifact278,578,578
279,artifact279,579,579
28,artifact28,328,328
280,artifact280,580,580
281,artifact281,581,581
282,artifact282,582,582
283,artifact283,583,583
284,artifact284,584,584
285,artifact285,585,585
286,artifact286,586,586
287,artifact287,587,587
288,artifact288,588,588
289,artifact289,589,589
29,artifact29,329,329
290,artifact290,590,590
291,artifact291,591,591
292,artifact292,592,592
293,artifact293,593,593
294,artifact294,594,594
295,artifact295,595,595
296,artifact296,596,596
297,artifact297,597,597
298,artifact298,598,598
299,artifact299,599,599
3,artifact3,303,303
30,artifact30,330,330
300,artifact300,600,600
301,artifact301,601,601
302,artifact302,602,602
303,artifact303,603,603
304,artifact304,604,604
305,artifact305,605,605
306,artifact306,606,606
307,artifact307,607,607
308,artifact308,608,608
309,artifact309,609,609
31,artifact31,331,331
310,artifact310,610,610
311,artifact311,611,611
312,artifact312,612,612
313,artifact313,613,613
314,artifact314,614,614
315,artifact315,615,615
316,artifact316,616,616
317,artifact317,617,617
318,artifact318,618,618
319,artifact319,619,619
32,artifact32,332,332
320,artifact320,620,620
321,artifact321,621,621
322,artifact322,622,622
323,artifact323,623,623
324,artifact324,624,624
325,artifact325,625,625
326,artifact326,626,626
327,artifact327,627,627
328,artifact328,628,628
329,artifact329,629,629
33,artifact33,333,333
330,artifact330,630,630
331,artifact331,631,631
332,artifact332,632,632
333,artifact333,633,633
334,artifact334,634,634
335,artifact335,635,635
336,artifact336,636,636
337,artifact337,637,637
338,artifact338,638,638
339,artifact339,639,639
34,artifact34,334,334
340,artifact340,640,640
341,artifact341,641,641
342,artifact342,642,642
343,artifact343,643,643
344,artifact344,644,644
345,artifact345,645,645
346,artifact346,646,646
347,artifact347,647,647
348,artifact348,648,648
349,artifact349,649,649
35,artifact35,335,335
350,artifact350,650,650
351,artifact351,651,651
352,artifact352,652,652
353,artifact353,653,653
354,artifact354,654,654
355,artifact355,655,655
356,artifact356,656,656
357,artifact357,657,657
358,artifact358,658,658
359,artifact359,659,659
36,artifact36,336,336
360,artifact360,660,660
361,artifact361,661,661
362,artifact362,662,662
363,artifact363,663,663
364,artifact364,664,664
365,artifact365,665,665
366,artifact366,666,666
367,artifact367,667,667
368,artifact368,668,668
369,artifact369,669,669
37,artifact37,337,337
370,artifact370,670,670
371,artifact371,671,671
372,artifact372,672,672
373,artifact373,673,673
374,artifact374,674,674
375,artifact375,675,675
376,artifact376,676,676
377,artifact377,677,677
378,artifact378,678,678
379,artifact379,679,679
38,artifact38,338,338
380,artifact380,680,680
381,artifact381,681,681
382,artifact382,682,682
383,artifact383,683,683
384,artifact384,684,684
385,artifact385,685,685
386,artifact386,686,686
387,artifact387,687,687
388,artifact388,688,688
389,artifact389,689,689
39,artifact39,339,339
390,artifact390,690,690
391,artifact391,691,691
392,artifact392,692,692
393,artifact393,693,693
394,artifact394,694,694
395,artifact395,695,695
396,artifact396,696,696
397,artifact397,697,697
398,artifact398,698,698
399,artifact399,699,699
4,artifact4,304,304
40,artifact40,340,340
400,artifact400,700,700
401,artifact401,701,701
402,artifact402,702,702
403,artifact403,703,703
404,artifact404,704,704
405,artifact405,705,705
406,artifact406,706,706
407,artifact407,707,707
408,artifact408,708,708
409,artifact409,709,709
41,artifact41,341,341
410,artifact410,710,710
411,artifact411,711,711
412,artifact412,712,712
413,artifact413,713,713
414,artifact414,714,714
415,artifact415,715,715
416,artifact416,716,716
417,artifact417,717,717
418,artifact418,718,718
419,artifact419,719,719
42,artifact42,342,342
420,artifact420,720,720
421,artifact421,721,721
422,artifact422,722,722
423,artifact423,723,723
424,artifact424,724,724
425,artifact425,725,725
426,artifact426,726,726
427,artifact427,727,727
428,artifact428,728,728
429,artifact429,729,729
43,artifact43,343,343
430,artifact430,730,730
431,artifact431,731,731
432,artifact432,732,732
433,artifact433,733,733
434,artifact434,734,734
435,artifact435,735,735
436,artifact436,736,736
437,artifact437,737,737
438,artifact438,738,738
439,artifact439,739,739
44,artifact44,344,344
440,artifact440,740,740
441,artifact441,741,741
442,artifact442,742,742
443,artifact443,743,743
444,artifact444,744,744
445,artifact445,745,745
446,artifact446,746,746
447,artifact447,747,747
448,artifact448,748,748
449,artifact449,749,749
45,artifact45,345,345
450,artifact450,750,750
451,artifact451,751,751
452,artifact452,752,752
453,artifact453,753,753
454,artifact454,754,754
455,artifact455,755,755
456,artifact456,756,756
457,artifact457,757,757
458,artifact458,758,758
459,artifact459,759,759
46,artifact46,346,346
460,artifact460,760,760
461,artifact461,761,761
462,artifact462,762,762
463,artifact463,763,763
464,artifact464,764,764
465,artifact465,765,765
466,artifact466,766,766
467,artifact467,767,767
468,artifact468,768,768
469,artifact469,769,769
47,artifact47,347,347
470,artifact470,770,770
471,artifact471,771,771
472,artifact472,772,772
473,artifact473,773,773
474,artifact474,774,774
475,artifact475,775,775
476,artifact476,776,776
477,artifact477,777,777
478,artifact478,778,778
479,artifact479,779,779
48,artifact48,348,348
480,artifact480,780,780
481,artifact481,781,781
482,artifact482,782,782
483,artifact483,783,783
484,artifact484,784,784
485,artifact485,785,785
486,artifact486,786,786
487,artifact487,787,787
488,artifact488,788,788
489,artifact489,789,789
49,artifact49,349,349
490,artifact490,790,790
491,artifact491,791,791
492,artifact492,792,792
493,artifact493,793,793
494,artifact494,794,794
495,artifact495,795,795
496,artifact496,796,796
497,artifact497,797,797
498,artifact498,798,798
499,artifact499,799,799
5,artifact5,305,305
50,artifact50,350,350
500,artifact500,800,800
501,artifact501,801,801
502,artifact502,802,802
503,artifact503,803,803
504,artifact504,804,804
